1.360836276327206755e-05,0.000000000000000000e+00,1.890580509438439494e-05,1.384628167843788941e-03,2.241379310344827624e-01,0.000000000000000000e+00,7.407407407407406996e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.403007415003549750e-06,1.020408163265306041e-02,4.368888039733907595e-06,3.461902783547985384e-03,2.413793103448275690e-01,0.000000000000000000e+00,1.851851851851851749e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.012560501301569675e-05,0.000000000000000000e+00,2.175437555742842311e-06,1.052264229331117702e-03,1.034482758620689641e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.660787587757356001e-06,0.000000000000000000e+00,1.315955104612438748e-05,1.318155380141254737e-03,1.379310344827586188e-01,0.000000000000000000e+00,1.851851851851851749e-02,0.000000000000000000e+00,5.000000000000000278e-02
2.251834617811784901e-05,1.020408163265306041e-02,1.273285989215549776e-05,1.175238886580806056e-03,1.379310344827586188e-01,0.000000000000000000e+00,1.851851851851851749e-02,1.020408163265306041e-02,5.000000000000000278e-02
1.231786712155872908e-05,0.000000000000000000e+00,1.127775978005613123e-05,5.317823016202742441e-03,5.172413793103448620e-01,0.000000000000000000e+00,7.407407407407406996e-02,0.000000000000000000e+00,5.000000000000000278e-02
7.340299361047566362e-08,0.000000000000000000e+00,2.218965249196075628e-08,9.801412546738678434e-04,5.172413793103448204e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.211183245247298149e-06,1.020408163265306041e-02,2.141447819790038768e-05,9.970918155380141534e-04,1.896551724137930939e-01,0.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.106729300483581938e-06,2.492729538845035384e-03,1.206896551724137845e-01,0.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,1.000000000000000056e-01
1.972075214956219789e-05,2.040816326530612082e-02,2.261877967155703409e-06,1.329455754050685610e-03,6.896551724137930939e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.972075214956219789e-05,0.000000000000000000e+00,2.497134854720856166e-06,1.038637307852098004e-03,1.724137931034482735e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000222e-01
1.874612169677368742e-05,2.040816326530612082e-02,2.706472404735993810e-06,2.459493144993768390e-03,6.896551724137930939e-02,0.000000000000000000e+00,1.851851851851851749e-02,0.000000000000000000e+00,1.500000000000000222e-01
2.462631634061686656e-05,0.000000000000000000e+00,2.865821573809660541e-06,8.973826339842127381e-04,5.172413793103448204e-02,2.040816326530612082e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.577921432515580370e-07,0.000000000000000000e+00,4.758083673586279555e-06,1.555463232239301993e-03,2.068965517241379282e-01,0.000000000000000000e+00,1.851851851851851749e-02,0.000000000000000000e+00,1.000000000000000056e-01
2.015374473455865096e-05,1.020408163265306041e-02,1.757475424054723949e-06,1.469713336103032871e-03,6.896551724137930939e-02,3.061224489795918297e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
